----time, Mpow,     accX,     accY,     accZ,    gyroX,    gyroY,    gyroZ
 1272.64,  768,     8.91,   -17.89,   -13.12,    -1.95,     0.27,     6.90

 1279.33,  768,     0.30,     9.50,    -7.40,     2.33,     0.22,     6.76

 1285.94,  768,     5.88,    19.94,    -6.66,     1.78,      0.5,     4.75

 1292.55,  768,     8.96,    14.37,   -15.97,     0.85,     0.73,     4.56

 1299.14,  768,   -14.87,     0.62,   -13.12,     0.51,      0.9,     5.37

 1305.63,  768,   -18.13,    16.89,    -24.3,     1.10,     0.51,     4.77

 1312.36,  768,     1.49,    -7.55,     4.83,     0.67,     0.41,     4.58

 1318.86,  768,     3.72,   -17.80,    -3.43,    -3.77,     0.73,     6.40

 1325.56,  768,    -6.41,   -18.33,    -1.91,      0.2,     -1.8,     7.37

 1332.14,  768,     6.95,     11.0,    -2.54,      1.7,      0.7,     6.55

 1338.75,  768,    15.79,      4.3,    -3.74,     1.11,     0.56,     5.95

 1345.34,  768,     1.12,    -2.70,   -26.61,     0.44,     0.17,     6.86

 1351.94,  768,    -4.78,    23.57,   -19.64,     2.96,    -1.24,     5.76

 1358.67,  768,     -3.9,    22.15,    -9.31,     1.19,     0.79,     4.57

 1365.18,  768,    -3.55,     0.10,   -12.27,     0.80,     0.13,      5.9

 1371.65,  768,   -17.66,   -21.27,   -13.17,    -1.59,     0.61,     6.48

 1378.42,  768,    -8.92,     0.69,    -8.43,     0.13,     0.55,     5.97

 1384.86,  768,     9.40,     -9.2,     7.84,     -1.8,     -1.5,     5.97

 1391.47,  768,     7.85,   -14.21,    -2.90,    -2.48,     0.30,     7.60

 1398.15,  768,     0.78,      6.6,    -2.75,     2.45,     0.57,     7.60

 1404.70,  768,     6.88,    13.96,     -4.0,      1.3,     0.24,     5.89

 1411.29,  768,    12.65,    26.88,   -20.18,      2.1,    -1.25,     5.43

  1418.6,  768,   -16.97,    -3.24,   -12.17,     0.30,     0.12,     6.21

 1424.56,  768,   -14.72,     6.49,    -5.30,     0.80,     0.55,     5.40

 1431.14,  768,     2.40,     -7.1,     5.14,     -1.8,     0.56,     4.94

 1437.76,  768,    -5.56,   -23.52,    -9.96,    -2.89,     0.23,     6.67

 1444.37,  768,   -16.25,   -24.84,    -8.21,    -1.14,     0.59,     7.74

  1451.4,  768,    14.21,     7.78,     2.84,     0.66,     0.28,     6.71

 1457.56,  768,    14.50,    -5.21,    -1.54,     0.53,     0.86,     6.92

