----time, Mpow,     accX,     accY,     accZ,    gyroX,    gyroY,    gyroZ

     6.8,  768,      0.0,      0.4,    -9.79,      0.0,      0.0,      0.0

   11.89,  768,      0.0,     0.10,    -9.75,      0.0,      0.1,      0.4

   18.19,  768,      0.8,      0.2,    -9.77,      0.2,      0.1,      0.7

   24.62,  768,     0.25,      0.0,    -9.81,      0.1,      0.2,     0.17

   31.17,  768,    -1.32,     0.19,    -9.74,      0.1,      0.1,     0.32

   37.86,  768,      2.8,      0.3,    -10.3,      0.0,      0.1,     0.44

   44.47,  768,    -1.79,     0.52,    -9.76,      0.2,      0.2,     0.57

   51.11,  768,     0.27,     0.38,    -9.90,      0.7,      0.4,     0.19

   57.65,  768,    -4.42,     1.27,   -10.29,      0.6,     0.13,     0.21

   64.42,  768,     7.44,    -3.29,    -6.49,     0.23,      0.3,     0.59

   71.12,  768,   -11.74,     1.70,   -10.57,     0.49,     0.62,     0.36

   77.79,  768,     7.26,     4.99,    -7.66,     0.10,     -1.4,     0.76

   84.40,  768,     2.71,   -11.21,     -1.6,     0.66,     0.88,     1.38

    91.7,  768,     7.87,    23.66,   -17.78,     2.83,    -1.16,     0.30

   97.78,  768,     0.85,     5.61,    -7.93,    -1.25,      0.8,    -1.22

  104.30,  768,   -13.96,   -10.79,   -20.45,     0.74,     0.35,     0.32

  110.90,  768,     3.26,    -3.10,    10.72,     0.37,     0.25,     0.19

  117.43,  768,    14.87,    -4.68,    -2.32,    -1.33,     0.37,     0.45

   124.8,  768,    -3.56,     0.81,   -21.96,     0.81,      0.6,     1.46

  130.60,  768,     0.72,    21.87,   -11.31,     2.44,     0.16,      0.3

  137.21,  768,     5.35,     8.77,   -14.25,     0.67,     0.26,    -1.62

  143.89,  768,   -12.40,   -16.82,   -19.32,     -2.8,     0.56,     0.65

  150.52,  768,   -14.69,    -4.46,    -9.53,     0.17,      0.1,      0.8

   157.0,  768,     4.72,    -5.74,    10.50,     0.75,      0.1,     0.84

  163.60,  768,     6.43,   -19.25,    -8.35,    -2.72,      0.2,     0.28

  170.29,  768,    -4.28,   -22.85,    -9.61,     0.35,      0.2,     1.67

  176.89,  768,     8.98,    15.50,    -3.99,      2.0,     0.18,     0.81

  183.45,  768,    14.85,    11.96,    -9.45,     1.19,     0.46,     0.50

   190.9,  768,     5.56,    -1.28,   -28.28,     0.18,     0.45,     0.51

  196.63,  768,    -7.12,    19.13,   -20.73,     2.62,     0.26,      0.6

  203.31,  768,    -1.33,    19.76,     -6.5,     0.96,      0.1,    -1.52

  209.89,  768,    -3.22,    -7.58,   -16.99,    -1.49,     0.31,    -1.25

  216.59,  768,   -17.54,   -21.52,   -12.25,     -2.4,     0.72,     0.11

  223.20,  768,    -8.41,     0.22,     0.37,     0.20,     0.29,     0.12

  229.53,  768,     8.68,   -10.46,     7.39,    -1.39,      0.4,     0.24

  236.22,  768,     5.10,   -23.80,   -16.26,    -2.10,     0.21,     1.56

  242.99,  768,     2.13,     7.31,    -4.50,     1.46,     0.15,     1.63

  249.61,  768,    12.19,     18.7,    -5.99,     1.89,      0.4,     0.14

  256.11,  768,    12.60,     8.77,   -16.56,     0.63,     0.46,     0.31

  262.70,  768,   -11.59,     2.91,    -23.1,     0.73,     0.29,     0.39

  269.25,  768,    -4.66,     25.6,    -14.4,     2.48,     0.55,     -1.4

  275.94,  768,    -1.64,    -5.63,    -3.87,     0.93,     0.17,    -1.74

  282.51,  768,    -6.61,   -18.14,   -17.77,    -2.54,     0.28,      0.8

  289.12,  768,    -14.5,   -15.18,     1.22,     0.33,     0.20,     0.71

  295.66,  768,    11.15,     1.23,     5.91,      0.7,     0.22,     0.25

  302.17,  768,    11.43,   -12.74,    -1.15,    -1.23,      0.3,     0.62

  308.93,  768,     1.76,      0.7,   -20.55,     0.28,     0.18,     1.68

  315.46,  768,     2.92,    19.55,    -7.69,     3.26,     0.55,     0.40

  322.12,  768,    10.18,    18.98,   -10.17,      1.0,     0.22,     0.97

  328.73,  768,    -5.29,     0.92,   -33.13,     0.27,     0.23,     0.56

  335.24,  768,   -16.78,     1.74,   -12.87,     0.32,     0.47,     0.28

  341.85,  768,     0.25,     4.86,     -6.2,     0.45,     0.47,    -1.44

  348.44,  768,    -1.58,   -18.92,    -3.19,    -2.77,     0.24,     0.60

  355.13,  768,    -6.64,   -24.21,   -13.82,    -2.56,     0.53,     1.13

  361.82,  768,     5.10,      4.8,     9.24,      1.4,     0.27,      1.3

  368.36,  768,    15.67,     1.80,    -3.98,     0.12,     0.28,     0.15

  374.86,  768,    11.50,     0.24,   -12.14,     0.19,     0.26,      1.7

  381.44,  768,    -1.45,     15.0,   -17.66,     2.37,     0.10,     0.82

  388.13,  768,      3.7,    25.40,   -10.34,     2.35,     0.37,     -1.2

  394.82,  768,     -3.8,     0.80,   -18.50,     0.28,      0.1,    -1.42

  401.27,  768,   -16.44,   -12.12,   -22.95,    -1.53,     0.57,     0.25

  407.97,  768,   -11.63,     6.38,     0.67,     0.65,     0.17,     0.68

  414.38,  768,     4.81,    -10.9,     4.44,    -1.75,      0.8,     0.61

   421.7,  768,     0.35,   -24.37,    -9.17,    -2.35,     0.30,     0.87

